r_fighter,b_fighter,r_kd,b_kd,r_sig_str,b_sig_str,r_sig_str_per,b_sig_str_per,r_total_str,b_total_str,r_td,b_td,r_td_per,b_td_per,r_sub_att,b_sub_att,r_rev,b_rev,r_ctrl,b_ctrl,r_sig_head,b_sig_head,r_sig_body,b_sig_body,r_sig_leg,b_sig_leg,r_distance,b_distance,r_clinch,b_clinch,r_ground,b_ground,date,winner,title_bout,win_con,weight_class,num_rounds,round_length,fight_length,r_str_acc,b_str_acc,r_distance_acc,b_distance_acc,r_head_acc,b_head_acc,r_body_acc,b_body_acc,r_leg_acc,b_leg_acc,r_ground_acc,b_ground_acc,r_clinch_acc
Carlos Condit,Matt Brown,0,0,39,28,0.44,0.75,157,37,2,1,0.5,0.16,0,0,1,0,292,366,30,13,4,11,5,4,22,11,5,8,12,9,"January 16, 2021",r,False,Decision - Unanimous,Welterweight,3,5,15,0.7511961722488039,0.7115384615384616,0.3235294117647059,0.6111111111111112,0.410958904109589,0.5909090909090909,0.5,1.0,0.7142857142857143,1.0,0.8,0.8181818181818182,1.0
Santiago Ponzinibbio,Li Jingliang,0,1,11,21,0.61,0.42,11,21,0,0,0.0,0.0,0,0,0,0,0,2,7,6,0,3,4,12,11,20,0,0,0,1,"January 16, 2021",b,False,KO/TKO,Welterweight,1,4,4,0.6111111111111112,0.42,0.6111111111111112,0.40816326530612246,0.5,0.2,0.0,0.5,1.0,0.8571428571428571,0.0,1.0,0.0
Joaquin Buckley,Alessio Di Chirico,0,1,3,12,0.13,0.52,3,12,0,0,0.0,0.0,0,0,0,0,0,1,2,6,1,4,0,2,3,9,0,0,0,3,"January 16, 2021",b,False,KO/TKO,Middleweight,1,2,2,0.13636363636363635,0.5217391304347826,0.13636363636363635,0.45,0.10526315789473684,0.35294117647058826,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.0
Punahele Soriano,Dusko Todorovic,2,0,30,22,0.45,0.38,32,23,0,0,0.0,0.0,0,0,0,0,38,4,25,15,4,7,1,0,21,18,4,4,5,0,"January 16, 2021",r,False,KO/TKO,Middleweight,1,4,4,0.463768115942029,0.3898305084745763,0.4117647058823529,0.33962264150943394,0.4166666666666667,0.30612244897959184,0.8,0.875,1.0,0.0,0.5,0.0,0.8
Wu Yanan,Joselyne Edwards,0,0,58,88,0.44,0.49,70,111,1,0,0.5,0.0,0,1,1,1,229,69,34,44,14,23,10,21,51,72,5,5,2,11,"January 16, 2021",b,False,Decision - Unanimous,Women's Bantamweight,3,5,15,0.47297297297297297,0.5388349514563107,0.4322033898305085,0.45569620253164556,0.37362637362637363,0.41904761904761906,0.6086956521739131,0.5348837209302325,0.6666666666666666,0.7,0.6666666666666666,0.8461538461538461,0.625
Carlos Felipe,Justin Tafa,0,0,77,86,0.54,0.58,77,109,0,0,0.0,0.0,0,0,0,0,41,113,46,50,28,20,3,16,64,74,13,12,0,0,"January 16, 2021",r,False,Decision - Split,Heavyweight,3,5,15,0.5422535211267606,0.6374269005847953,0.5,0.556390977443609,0.44660194174757284,0.4672897196261682,0.7777777777777778,0.8333333333333334,1.0,0.9411764705882353,0.0,0.0,0.9285714285714286
David Zawada,Ramazan Emeev,0,0,44,53,0.38,0.52,114,101,1,4,1.0,0.44,0,0,0,1,126,268,24,36,6,13,14,4,30,36,13,12,1,5,"January 16, 2021",b,False,Decision - Split,Welterweight,3,5,15,0.6,0.63125,0.3333333333333333,0.43902439024390244,0.2727272727272727,0.4444444444444444,0.6,0.8666666666666667,0.875,0.8,1.0,1.0,0.5652173913043478
Sarah Moras,Vanessa Melo,0,0,44,56,0.22,0.33,44,56,0,0,0.0,0.0,0,0,0,0,0,4,12,43,7,9,25,4,44,56,0,0,0,0,"January 16, 2021",b,False,Decision - Unanimous,Women's Bantamweight,3,5,15,0.22,0.33136094674556216,0.22,0.33136094674556216,0.07407407407407407,0.2847682119205298,0.6363636363636364,0.6428571428571429,0.9259259259259259,1.0,0.0,0.0,0.0
Jacob Kilburn,Austin Lingo,0,1,64,95,0.31,0.52,78,110,1,1,0.05,0.5,1,0,0,0,69,228,47,81,8,10,9,4,60,93,3,2,1,0,"January 16, 2021",b,False,Decision - Unanimous,Featherweight,3,5,15,0.3611111111111111,0.5583756345177665,0.3157894736842105,0.5254237288135594,0.27325581395348836,0.4879518072289157,0.42105263157894735,0.8333333333333334,0.9,1.0,0.3333333333333333,0.0,0.375
Stephen Thompson,Geoff Neal,0,0,171,85,0.42,0.47,191,110,0,0,0.0,0.0,0,0,0,0,0,226,124,71,41,8,6,6,165,79,6,6,0,0,"December 19, 2020",r,False,Decision - Unanimous,Welterweight,5,5,25,0.4462616822429907,0.5365853658536586,0.41457286432160806,0.46745562130177515,0.3502824858757062,0.4409937888198758,0.8913043478260869,0.7272727272727273,1.0,0.8571428571428571,0.0,0.0,0.75
Jose Aldo,Marlon Vera,0,0,44,46,0.62,0.56,60,92,0,0,0.0,0.0,0,0,0,0,297,171,17,8,21,11,6,27,36,34,8,12,0,0,"December 19, 2020",r,False,Decision - Unanimous,Bantamweight,3,5,15,0.6976744186046512,0.6917293233082706,0.5806451612903226,0.4927536231884058,0.4473684210526316,0.24242424242424243,0.8076923076923077,0.7333333333333333,1.0,0.7941176470588235,0.0,0.0,1.0
Michel Pereira,Khaos Williams,0,0,44,55,0.55,0.43,56,62,2,0,1.0,0.0,1,0,0,0,81,36,24,23,20,9,0,23,33,48,9,7,2,0,"December 19, 2020",r,False,Decision - Unanimous,Welterweight,3,5,15,0.5957446808510638,0.4626865671641791,0.4925373134328358,0.42105263157894735,0.4528301886792453,0.3108108108108108,0.7692307692307693,0.47368421052631576,0.0,0.6764705882352942,1.0,0.0,0.9
Marlon Moraes,Rob Font,0,1,9,30,0.75,0.81,12,33,2,0,0.66,0.0,0,0,0,1,151,38,8,27,1,3,0,0,8,13,0,1,1,16,"December 19, 2020",b,False,KO/TKO,Bantamweight,1,3,3,0.75,0.8048780487804879,0.8888888888888888,0.7222222222222222,0.8,0.7941176470588235,0.5,1.0,0.0,0.0,0.3333333333333333,0.8888888888888888,0.0
Marcin Tybura,Greg Hardy,0,0,51,50,0.5,0.54,60,50,1,0,0.25,0.0,0,0,0,0,87,2,34,29,10,12,7,9,33,46,0,4,18,0,"December 19, 2020",r,False,KO/TKO,Heavyweight,2,4,9,0.5405405405405406,0.5494505494505495,0.44594594594594594,0.5411764705882353,0.4146341463414634,0.4461538461538462,0.8333333333333334,0.9230769230769231,1.0,0.6923076923076923,0.6666666666666666,0.0,0.0
Anthony Pettis,Alex Morono,0,0,50,31,0.62,0.39,80,50,0,1,0.0,0.2,0,0,1,0,272,150,26,22,11,6,13,3,48,26,1,0,1,5,"December 19, 2020",r,False,Decision - Unanimous,Welterweight,3,5,15,0.6956521739130435,0.49019607843137253,0.64,0.37142857142857144,0.5098039215686274,0.36065573770491804,0.7857142857142857,0.5,0.8666666666666667,0.6,0.5,0.7142857142857143,0.3333333333333333
Sijara Eubanks,Pannie Kianzad,0,0,49,92,0.47,0.64,70,132,2,0,0.5,0.0,0,0,0,0,393,134,43,57,5,22,1,13,38,65,4,26,7,1,"December 19, 2020",b,False,Decision - Unanimous,Women's Bantamweight,3,5,15,0.5343511450381679,0.7058823529411765,0.4222222222222222,0.5701754385964912,0.4574468085106383,0.5428571428571428,0.5555555555555556,0.88,1.0,1.0,1.0,1.0,0.5714285714285714
Deron Winn,Antonio Arroyo,0,0,20,45,0.52,0.72,64,70,12,0,0.75,0.0,0,0,0,0,569,28,10,29,5,11,5,5,18,43,2,0,0,2,"December 19, 2020",r,False,Decision - Unanimous,Catch Weight,3,5,15,0.7191011235955056,0.8045977011494253,0.5142857142857142,0.7166666666666667,0.38461538461538464,0.6444444444444445,0.7142857142857143,0.9166666666666666,1.0,1.0,0.0,1.0,1.0
Gillian Robertson,Taila Santos,0,0,9,27,0.64,0.72,42,72,0,1,0.0,1.0,1,1,0,0,61,767,7,21,1,3,1,3,4,4,0,1,5,22,"December 19, 2020",b,False,Decision - Unanimous,Women's Flyweight,3,5,15,0.875,0.8470588235294118,0.4444444444444444,0.3076923076923077,0.5833333333333334,0.7,1.0,0.75,1.0,1.0,1.0,0.9565217391304348,0.0
Tafon Nchukwi,Jamie Pickett,1,0,120,40,0.64,0.49,159,40,0,1,0.0,0.25,0,0,0,0,171,34,70,28,49,8,1,4,59,39,57,1,4,0,"December 19, 2020",r,False,Decision - Unanimous,Middleweight,3,5,15,0.6794871794871795,0.49382716049382713,0.5,0.5064935064935064,0.5263157894736842,0.4117647058823529,0.9245283018867925,0.8888888888888888,1.0,1.0,0.6666666666666666,0.0,0.9047619047619048
Jimmy Flick,Cody Durden,0,0,6,21,0.42,0.65,7,30,0,2,0.0,1.0,1,0,0,0,0,81,4,17,0,3,2,1,6,17,0,2,0,2,"December 19, 2020",r,False,Submission,Flyweight,1,3,3,0.4666666666666667,0.6976744186046512,0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0
Christos Giagos,Carlton Minus,0,0,31,28,0.46,0.35,76,29,5,0,0.33,0.0,0,0,0,0,537,0,23,18,3,4,5,6,17,28,1,0,13,0,"December 19, 2020",r,False,Decision - Unanimous,Catch Weight,3,5,15,0.6129032258064516,0.35802469135802467,0.34,0.35443037974683544,0.40350877192982454,0.28125,0.6,0.4444444444444444,1.0,0.8571428571428571,0.8125,0.0,1.0
Tony Ferguson,Charles Oliveira,0,0,19,41,0.45,0.65,26,86,0,3,0.0,1.0,0,3,0,0,5,699,14,26,3,7,2,8,15,17,1,0,3,24,"December 12, 2020",b,False,Decision - Unanimous,Lightweight,3,5,15,0.5306122448979592,0.7678571428571429,0.39473684210526316,0.5,0.4827586206896552,0.6046511627906976,0.3,0.6363636363636364,0.6666666666666666,0.8888888888888888,1.0,0.8275862068965517,1.0
Mackenzie Dern,Virna Jandiroba,0,0,82,63,0.47,0.47,101,80,0,1,0.0,1.0,0,0,0,0,154,164,57,46,16,15,9,2,62,43,17,18,3,2,"December 12, 2020",r,False,Decision - Unanimous,Women's Strawweight,3,5,15,0.517948717948718,0.5263157894736842,0.41333333333333333,0.3944954128440367,0.3986013986013986,0.40707964601769914,0.7619047619047619,0.7894736842105263,0.9,1.0,1.0,1.0,0.8095238095238095
Kevin Holland,Jacare Souza,0,0,15,2,0.83,1.0,21,2,0,2,0.0,0.66,0,0,0,0,2,87,14,2,0,0,1,0,1,0,2,0,12,2,"December 12, 2020",r,False,KO/TKO,Middleweight,1,1,1,0.875,1.0,0.5,0.0,0.8235294117647058,1.0,0.0,0.0,1.0,0.0,0.8571428571428571,1.0,1.0
Junior Dos Santos,Ciryl Gane,0,1,10,59,0.28,0.73,11,61,0,0,0.0,0.0,0,0,0,0,0,25,6,13,3,17,1,29,10,53,0,4,0,2,"December 12, 2020",b,False,KO/TKO,Heavyweight,2,2,7,0.3055555555555556,0.7439024390243902,0.2857142857142857,0.7162162162162162,0.23076923076923078,0.4642857142857143,0.42857142857142855,0.85,0.5,0.90625,0.0,1.0,0.0
Cub Swanson,Daniel Pineda,2,0,46,21,0.69,0.46,51,40,1,1,1.0,0.5,0,1,0,0,94,35,35,9,7,3,4,9,37,19,3,2,6,0,"December 12, 2020",r,False,KO/TKO,Featherweight,2,1,6,0.7183098591549296,0.6153846153846154,0.6851851851851852,0.4418604651162791,0.6862745098039216,0.32142857142857145,0.6363636363636364,0.75,1.0,0.6923076923076923,0.6666666666666666,0.0,1.0
Renato Moicano,Rafael Fiziev,0,1,15,21,0.4,0.6,15,21,0,0,0.0,0.0,0,0,0,0,0,4,10,7,3,7,2,7,14,20,1,0,0,1,"December 12, 2020",b,False,KO/TKO,Lightweight,1,4,4,0.40540540540540543,0.6,0.4,0.5882352941176471,0.3125,0.3888888888888889,1.0,0.7,1.0,1.0,0.0,1.0,0.5
Gavin Tucker,Billy Quarantillo,0,0,106,84,0.63,0.47,123,136,7,0,0.53,0.0,0,0,0,0,314,25,68,45,31,33,7,6,71,55,32,29,3,0,"December 12, 2020",r,False,Decision - Unanimous,Featherweight,3,5,15,0.6721311475409836,0.5836909871244635,0.5819672131147541,0.39855072463768115,0.5573770491803278,0.3543307086614173,0.8378378378378378,0.75,1.0,0.8571428571428571,1.0,0.0,0.7804878048780488
Tecia Torres,Sam Hughes,0,0,52,20,0.5,0.37,52,26,1,0,1.0,0.0,0,0,0,0,15,51,27,9,13,2,12,9,50,19,2,1,0,0,"December 12, 2020",r,False,TKO - Doctor's Stoppage,Women's Strawweight,1,5,5,0.5048543689320388,0.4406779661016949,0.49504950495049505,0.36538461538461536,0.38028169014084506,0.2727272727272727,0.7647058823529411,0.6666666666666666,0.8,0.5294117647058824,0.0,0.0,1.0
Chase Hooper,Peter Barrett,0,0,57,48,0.48,0.55,81,61,0,0,0.0,0.0,2,0,0,0,44,65,18,17,10,9,29,22,55,48,0,0,2,0,"December 12, 2020",r,False,Submission,Featherweight,3,3,13,0.5625,0.61,0.4782608695652174,0.5581395348837209,0.2727272727272727,0.3269230769230769,0.5555555555555556,0.75,0.8787878787878788,0.9565217391304348,1.0,0.0,0.0
Jack Hermansson,Marvin Vettori,0,1,122,164,0.35,0.49,139,202,2,0,0.28,0.0,0,1,0,1,28,347,86,143,18,18,18,3,118,156,4,0,0,8,"December 05, 2020",b,False,Decision - Unanimous,Middleweight,5,5,25,0.38082191780821917,0.5372340425531915,0.3480825958702065,0.4875,0.28104575163398693,0.4583333333333333,0.8181818181818182,0.9473684210526315,1.0,1.0,0.0,0.6153846153846154,0.5714285714285714
Ovince Saint Preux,Jamahal Hill,0,0,36,68,0.5,0.53,37,68,0,0,0.0,0.0,0,0,0,0,0,15,7,39,14,23,15,6,35,62,1,6,0,0,"December 05, 2020",b,False,KO/TKO,Light Heavyweight,2,3,8,0.5068493150684932,0.53125,0.5,0.5166666666666667,0.19444444444444445,0.42391304347826086,0.8235294117647058,0.8214285714285714,0.7894736842105263,0.75,0.0,0.0,0.5
Gabriel Benitez,Justin Jaynes,1,0,38,22,0.36,0.42,38,22,0,0,0.0,0.0,0,0,0,0,0,0,20,16,10,6,8,0,34,22,0,0,4,0,"December 05, 2020",r,False,KO/TKO,Lightweight,1,4,4,0.36538461538461536,0.4230769230769231,0.3434343434343434,0.4230769230769231,0.24096385542168675,0.36363636363636365,0.8333333333333334,0.75,0.8888888888888888,0.0,0.8,0.0,0.0
Roman Dolidze,John Allan,0,0,51,29,0.46,0.33,118,48,3,1,0.6,1.0,3,0,0,0,436,15,31,15,15,5,5,9,47,28,1,1,3,0,"December 05, 2020",r,False,Decision - Split,Light Heavyweight,3,5,15,0.5756097560975609,0.41025641025641024,0.47,0.3333333333333333,0.38271604938271603,0.234375,0.6521739130434783,0.38461538461538464,1.0,1.0,0.375,0.0,1.0
Matt Wiman,Jordan Leavitt,0,0,0,1,0.0,1.0,0,1,0,1,0.0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"December 05, 2020",b,False,KO/TKO,Lightweight,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Louis Smolka,Jose Quinonez,0,0,59,43,0.5,0.4,64,47,3,2,0.75,0.66,0,0,0,0,69,31,35,13,18,12,6,18,34,37,13,4,12,2,"December 05, 2020",r,False,KO/TKO,Bantamweight,2,2,7,0.5,0.415929203539823,0.4358974358974359,0.38144329896907214,0.3977272727272727,0.19696969696969696,0.8181818181818182,0.5217391304347826,1.0,1.0,0.5454545454545454,1.0,0.8125
Ilia Topuria,Damon Jackson,1,0,31,16,0.49,0.3,31,16,0,0,0.0,0.0,0,0,0,0,3,13,12,10,18,5,1,1,30,15,0,1,1,0,"December 05, 2020",r,False,KO/TKO,Featherweight,1,2,2,0.484375,0.3018867924528302,0.5,0.3,0.35294117647058826,0.25,0.6428571428571429,0.5,1.0,0.5,1.0,0.0,0.0
Gian Villante,Jake Collier,0,0,80,123,0.4,0.45,81,126,0,0,0.0,0.0,0,0,0,0,0,2,58,88,14,19,8,16,79,121,1,2,0,0,"December 05, 2020",b,False,Decision - Unanimous,Heavyweight,3,5,15,0.4090909090909091,0.4548736462093863,0.4030612244897959,0.44814814814814813,0.34523809523809523,0.39111111111111113,0.7368421052631579,0.6551724137931034,0.8,0.8888888888888888,0.0,0.0,1.0
Anthony Smith,Devin Clark,0,0,1,1,0.25,0.33,4,27,1,0,1.0,0.0,1,0,0,1,78,67,1,1,0,0,0,0,0,1,0,0,1,0,"November 28, 2020",r,False,Submission,Light Heavyweight,1,2,2,0.5,0.9,0.0,0.3333333333333333,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Miguel Baeza,Takashi Sato,0,0,40,15,0.54,0.25,43,15,1,0,0.5,0.0,1,0,0,0,69,2,16,10,20,4,4,1,32,15,3,0,5,0,"November 28, 2020",r,False,Submission,Welterweight,2,4,9,0.524390243902439,0.25862068965517243,0.49230769230769234,0.26785714285714285,0.4,0.20408163265306123,0.7142857142857143,0.5,0.8,1.0,1.0,0.0,1.0
Josh Parisian,Parker Porter,0,0,114,126,0.5,0.55,123,164,0,2,0.0,0.5,0,1,0,0,28,267,71,90,35,16,8,20,89,105,25,20,0,1,"November 28, 2020",b,False,Decision - Unanimous,Heavyweight,3,5,15,0.5189873417721519,0.5963636363636363,0.46842105263157896,0.5303030303030303,0.41040462427745666,0.47368421052631576,0.7954545454545454,0.8888888888888888,0.8888888888888888,1.0,0.0,0.3333333333333333,0.6944444444444444
Spike Carlyle,Bill Algeo,0,0,23,70,0.43,0.73,28,118,4,1,0.3,0.33,1,0,1,1,258,256,14,44,3,18,6,8,19,42,1,14,3,14,"November 28, 2020",b,False,Decision - Unanimous,Featherweight,3,5,15,0.4307692307692308,0.7866666666666666,0.4222222222222222,0.65625,0.3783783783783784,0.6984126984126984,0.375,0.782608695652174,0.75,0.8888888888888888,0.6,0.875,0.3333333333333333
Ashlee Evans-Smith,Norma Dumont,0,1,42,94,0.25,0.58,47,109,0,2,0.0,0.5,0,0,0,1,10,241,12,78,17,8,13,8,37,71,5,9,0,14,"November 28, 2020",b,False,Decision - Unanimous,Women's Bantamweight,3,5,15,0.2781065088757396,0.6123595505617978,0.23717948717948717,0.5461538461538461,0.1111111111111111,0.5492957746478874,0.4857142857142857,0.7272727272727273,0.6190476190476191,1.0,0.0,0.7777777777777778,0.625
Jonathan Pearce,Kai Kamaka,0,0,51,47,0.51,0.56,113,48,5,1,0.71,0.33,1,1,0,1,206,33,34,20,12,20,5,7,27,44,6,2,18,1,"November 28, 2020",r,False,KO/TKO,Featherweight,2,4,9,0.6569767441860465,0.5714285714285714,0.38028169014084506,0.5569620253164557,0.4473684210526316,0.39215686274509803,0.631578947368421,0.8,1.0,1.0,0.9,1.0,0.6666666666666666
Martin Day,Anderson Dos Santos,0,0,9,11,0.75,0.55,16,22,1,1,1.0,0.16,0,1,0,0,15,177,3,5,3,2,3,4,9,8,0,0,0,3,"November 28, 2020",b,False,Submission,Bantamweight,1,4,4,0.8421052631578947,0.7096774193548387,0.75,0.5333333333333333,0.75,0.38461538461538464,1.0,1.0,0.6,0.8,0.0,0.75,0.0
Gina Mazany,Rachael Ostovich,1,0,72,41,0.44,0.43,106,49,7,0,0.58,0.0,1,0,0,1,413,11,53,25,10,16,9,0,41,34,13,7,18,0,"November 28, 2020",r,False,KO/TKO,Women's Flyweight,3,4,14,0.49074074074074076,0.46226415094339623,0.35964912280701755,0.39080459770114945,0.3897058823529412,0.3424657534246575,0.625,0.7272727272727273,0.9,0.0,0.6,0.0,0.7222222222222222
Su Mudaerji,Malcolm Gordon,1,0,9,0,0.5,0.0,9,0,0,0,0.0,0.0,0,0,0,0,2,0,6,0,0,0,3,0,9,0,0,0,0,0,"November 28, 2020",r,False,KO/TKO,Flyweight,1,0,0,0.5,0.0,0.5294117647058824,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Luke Sanders,Nate Maness,0,1,55,33,0.49,0.47,63,38,0,1,0.0,0.5,0,1,0,0,40,30,40,27,7,4,8,2,47,28,8,3,0,2,"November 28, 2020",b,False,Submission,Catch Weight,2,2,7,0.525,0.5066666666666667,0.46078431372549017,0.45161290322580644,0.4444444444444444,0.43548387096774194,0.7777777777777778,0.6666666666666666,0.6153846153846154,1.0,0.0,0.6666666666666666,0.8
Deiveson Figueiredo,Alex Perez,0,0,5,6,0.62,0.42,5,6,0,0,0.0,0.0,1,0,0,0,0,37,2,3,3,2,0,1,5,5,0,0,0,1,"November 21, 2020",r,True,Submission,Flyweight,1,1,1,0.625,0.42857142857142855,0.625,0.38461538461538464,0.5,0.3333333333333333,0.75,0.5,0.0,1.0,0.0,1.0,0.0
Valentina Shevchenko,Jennifer Maia,0,0,62,36,0.52,0.4,249,94,5,1,0.83,0.5,0,0,0,0,574,471,46,22,13,10,3,4,50,23,10,11,2,2,"November 21, 2020",r,True,Decision - Unanimous,Women's Flyweight,5,5,25,0.7854889589905363,0.618421052631579,0.4854368932038835,0.3150684931506849,0.46,0.3055555555555556,0.8125,0.8333333333333334,1.0,1.0,1.0,0.6666666666666666,0.7142857142857143
Mike Perry,Tim Means,0,0,64,128,0.39,0.66,69,143,1,0,0.2,0.0,2,0,0,1,188,39,44,86,8,26,12,16,62,121,2,6,0,1,"November 21, 2020",b,False,Decision - Unanimous,Welterweight,3,5,15,0.41566265060240964,0.6908212560386473,0.39490445859872614,0.657608695652174,0.3283582089552239,0.5850340136054422,0.6666666666666666,0.9285714285714286,0.8,0.9411764705882353,0.0,1.0,0.5
Katlyn Chookagian,Cynthia Calvillo,0,0,69,60,0.3,0.3,69,60,0,1,0.0,0.25,0,0,0,0,2,0,45,31,11,17,13,12,68,59,1,1,0,0,"November 21, 2020",r,False,Decision - Unanimous,Women's Flyweight,3,5,15,0.3,0.30456852791878175,0.29955947136563876,0.3010204081632653,0.23684210526315788,0.23134328358208955,0.5,0.3695652173913043,0.7222222222222222,0.7058823529411765,0.0,0.0,0.3333333333333333
Mauricio Rua,Paul Craig,0,0,10,29,0.35,0.5,25,54,0,4,0.0,0.5,0,0,0,1,104,226,6,17,2,4,2,8,9,16,0,4,1,9,"November 21, 2020",b,False,KO/TKO,Light Heavyweight,2,3,8,0.5434782608695652,0.6136363636363636,0.34615384615384615,0.45714285714285713,0.2727272727272727,0.4473684210526316,0.5,0.4444444444444444,1.0,0.8,0.5,0.8181818181818182,0.0
Brandon Moreno,Brandon Royval,0,0,16,17,0.47,0.32,53,24,2,0,1.0,0.0,2,0,0,0,181,0,10,7,3,5,3,5,12,15,0,0,4,2,"November 21, 2020",r,False,KO/TKO,Flyweight,1,4,4,0.726027397260274,0.3870967741935484,0.42857142857142855,0.3,0.37037037037037035,0.18421052631578946,0.75,0.625,1.0,0.8333333333333334,0.6666666666666666,1.0,0.0
Joaquin Buckley,Jordan Wright,2,0,43,18,0.53,0.38,59,36,0,0,0.0,0.0,0,0,0,0,109,2,31,5,12,12,0,1,33,16,3,2,7,0,"November 21, 2020",r,False,KO/TKO,Middleweight,2,0,5,0.6145833333333334,0.5454545454545454,0.4925373134328358,0.36363636363636365,0.49206349206349204,0.15625,0.7058823529411765,0.8571428571428571,0.0,1.0,0.7,0.0,1.0
Antonina Shevchenko,Ariane Lipski,0,0,39,15,0.68,0.57,94,25,1,0,0.33,0.0,0,0,0,0,459,28,32,7,4,5,3,3,8,13,5,2,26,0,"November 21, 2020",r,False,KO/TKO,Women's Flyweight,2,4,9,0.734375,0.6944444444444444,0.6666666666666666,0.5416666666666666,0.64,0.4666666666666667,1.0,0.8333333333333334,1.0,0.6,0.6666666666666666,0.0,0.8333333333333334
Daniel Rodriguez,Nicolas Dalby,0,0,83,50,0.41,0.34,105,58,0,0,0.0,0.0,0,0,0,0,41,88,44,24,19,7,20,19,81,50,2,0,0,0,"November 21, 2020",b,False,Decision - Unanimous,Welterweight,3,5,15,0.47297297297297297,0.3741935483870968,0.41116751269035534,0.3424657534246575,0.30344827586206896,0.24742268041237114,0.59375,0.30434782608695654,0.9090909090909091,0.7037037037037037,0.0,0.0,1.0
Alan Jouban,Jared Gooden,0,0,168,100,0.5,0.47,169,101,0,1,0.0,1.0,2,0,1,0,10,66,116,79,39,21,13,0,150,90,18,10,0,0,"November 21, 2020",r,False,Decision - Unanimous,Welterweight,3,5,15,0.5090361445783133,0.4786729857819905,0.4918032786885246,0.46153846153846156,0.44274809160305345,0.4340659340659341,0.7090909090909091,0.7777777777777778,0.9285714285714286,0.0,0.0,0.0,0.6923076923076923
Kyle Daukaus,Dustin Stoltzfus,0,0,64,32,0.52,0.5,113,95,2,0,0.28,0.0,1,0,0,1,520,121,56,14,7,8,1,10,38,18,14,13,12,1,"November 21, 2020",r,False,Decision - Unanimous,Middleweight,3,5,15,0.6174863387978142,0.7307692307692307,0.4470588235294118,0.3829787234042553,0.5045045045045045,0.34146341463414637,0.7777777777777778,0.7272727272727273,0.5,0.9090909090909091,0.6,1.0,0.8235294117647058
Louis Cosce,Sasha Palatnikov,1,0,99,125,0.48,0.52,115,160,1,1,0.11,1.0,0,0,0,0,53,196,76,100,12,24,11,1,58,82,16,25,25,18,"November 21, 2020",b,False,KO/TKO,Welterweight,3,2,12,0.5133928571428571,0.5818181818181818,0.38666666666666666,0.45555555555555555,0.4418604651162791,0.49504950495049505,0.5714285714285714,0.7058823529411765,0.8461538461538461,1.0,0.7352941176470589,0.75,0.7272727272727273
Paul Felder,Rafael Dos Anjos,0,0,98,92,0.51,0.56,134,155,1,6,0.5,0.27,0,0,0,0,100,855,64,53,20,35,14,4,76,61,21,26,1,5,"November 14, 2020",b,False,Decision - Split,Lightweight,5,5,25,0.5929203539823009,0.670995670995671,0.4720496894409938,0.488,0.43537414965986393,0.4690265486725664,0.6896551724137931,0.7777777777777778,1.0,1.0,1.0,0.625,0.75
Abdul Razak Alhassan,Khaos Williams,0,1,2,5,1.0,0.5,2,5,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,2,3,2,4,0,0,0,1,"November 14, 2020",b,False,KO/TKO,Welterweight,1,0,0,1.0,0.5,1.0,0.4444444444444444,0.0,0.2857142857142857,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Ashley Yoder,Miranda Granger,0,0,26,33,0.61,0.64,151,87,2,0,0.5,0.0,3,0,0,1,499,196,14,19,5,9,7,5,12,15,3,14,11,4,"November 14, 2020",r,False,Decision - Unanimous,Women's Strawweight,3,5,15,0.8206521739130435,0.8130841121495327,0.48,0.46875,0.4827586206896552,0.5277777777777778,1.0,0.9,0.875,1.0,0.7857142857142857,1.0,1.0
Brendan Allen,Sean Strickland,0,1,51,94,0.56,0.58,53,106,0,1,0.0,1.0,0,0,0,0,0,94,28,90,11,2,12,2,50,90,1,4,0,0,"November 14, 2020",b,False,KO/TKO,Catch Weight,2,1,6,0.5760869565217391,0.6022727272727273,0.5681818181818182,0.5806451612903226,0.4444444444444444,0.5732484076433121,0.7857142857142857,1.0,0.9230769230769231,1.0,0.0,0.0,0.5
Kay Hansen,Cory McKenna,0,0,67,57,0.6,0.41,87,156,2,0,0.4,0.0,2,0,0,1,322,185,47,56,15,0,5,1,54,49,11,5,2,3,"November 14, 2020",b,False,Decision - Unanimous,Women's Strawweight,3,5,15,0.6641221374045801,0.6341463414634146,0.5684210526315789,0.3858267716535433,0.5280898876404494,0.4117647058823529,1.0,0.0,0.8333333333333334,1.0,1.0,1.0,0.8461538461538461
