r_fighter,b_fighter,r_kd,b_kd,r_sig_str,b_sig_str,r_sig_str_per,b_sig_str_per,r_total_str,b_total_str,r_td,b_td,r_td_per,b_td_per,r_sub_att,b_sub_att,r_rev,b_rev,r_ctrl,b_ctrl,r_sig_head,b_sig_head,r_sig_body,b_sig_body,r_sig_leg,b_sig_leg,r_distance,b_distance,r_clinch,b_clinch,r_ground,b_ground,winner,title_bout,win_con,weight_class,num_rounds,round_length,r_str_acc,b_str_acc,r_distance_acc,b_distance_acc,r_head_acc,b_head_acc,r_body_acc,b_body_acc,r_leg_acc,b_leg_acc,r_ground_acc,b_ground_acc,r_clinch_acc
Luke Sanders,Nate Maness,0,1,55,33,0.49,0.47,63,38,0 of 1,1 of 2,0.0,0.5,0,1,0,0,40,30,0.44680851063829785,0.4722222222222222,1.0,0.75,1.0,0.0,22,15,3,3,0,2,b,False,Submission,Catch Weight,2,2,0.525,0.5066666666666667,0.46808510638297873,0.45454545454545453,0.44680851063829785,0.4722222222222222,1.0,0.75,1.0,0.0,0.0,0.6666666666666666,0.75
Deiveson Figueiredo,Alex Perez,0,0,5,6,0.62,0.42,5,6,0 of 0,0 of 2,0.0,0.0,1,0,0,0,0,37,0.5,0.3333333333333333,0.75,0.5,0.0,1.0,5,5,0,0,0,1,r,False,Submission,Flyweight,1,1,0.625,0.42857142857142855,0.625,0.38461538461538464,0.5,0.3333333333333333,0.75,0.5,0.0,1.0,0.0,1.0,0.0
Valentina Shevchenko,Jennifer Maia,0,0,62,36,0.52,0.4,249,94,5 of 6,1 of 2,0.83,0.5,0,0,0,0,574,471,0.49019607843137253,0.5217391304347826,1.0,0.6666666666666666,1.0,1.0,29,14,6,4,0,0,r,False,Decision - Unanimous,Women's Flyweight,5,5,0.7854889589905363,0.618421052631579,0.5471698113207547,0.5185185185185185,0.49019607843137253,0.5217391304347826,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.75
Mike Perry,Tim Means,0,0,64,128,0.39,0.66,69,143,1 of 5,0 of 1,0.2,0.0,2,0,0,1,188,39,0.40625,0.547945205479452,0.6666666666666666,0.8181818181818182,0.6666666666666666,1.0,29,55,1,2,0,0,b,False,Decision - Unanimous,Welterweight,3,5,0.41566265060240964,0.6908212560386473,0.4264705882352941,0.6111111111111112,0.40625,0.547945205479452,0.6666666666666666,0.8181818181818182,0.6666666666666666,1.0,0.0,0.0,0.5
Katlyn Chookagian,Cynthia Calvillo,0,0,69,60,0.3,0.3,69,60,0 of 1,1 of 4,0.0,0.25,0,0,0,0,2,0,0.22058823529411764,0.2926829268292683,0.2857142857142857,0.35,0.3333333333333333,0.6,18,21,0,1,0,0,r,False,Decision - Unanimous,Women's Flyweight,3,5,0.3,0.30456852791878175,0.23376623376623376,0.3230769230769231,0.22058823529411764,0.2926829268292683,0.2857142857142857,0.35,0.3333333333333333,0.6,0.0,0.0,0.0
Mauricio Rua,Paul Craig,0,0,10,29,0.35,0.5,25,54,0 of 0,4 of 8,0.0,0.5,0,0,0,1,104,226,0.2727272727272727,0.6086956521739131,0.5,0.6,0.0,0.8,4,11,0,1,0,9,b,False,KO/TKO,Light Heavyweight,2,3,0.5434782608695652,0.6136363636363636,0.3076923076923077,0.55,0.2727272727272727,0.6086956521739131,0.5,0.6,0.0,0.8,0.0,0.8181818181818182,0.0
Brandon Moreno,Brandon Royval,0,0,16,17,0.47,0.32,53,24,2 of 2,0 of 0,1.0,0.0,2,0,0,0,181,0,0.37037037037037035,0.18421052631578946,0.75,0.625,1.0,0.8333333333333334,12,15,0,0,4,2,r,False,KO/TKO,Flyweight,1,4,0.726027397260274,0.3870967741935484,0.42857142857142855,0.3,0.37037037037037035,0.18421052631578946,0.75,0.625,1.0,0.8333333333333334,0.6666666666666666,1.0,0.0
Joaquin Buckley,Jordan Wright,2,0,43,18,0.53,0.38,59,36,0 of 2,0 of 1,0.0,0.0,0,0,0,0,109,2,0.6,0.0,1.0,1.0,0.0,0.0,7,1,0,0,0,0,r,False,KO/TKO,Middleweight,2,0,0.6145833333333334,0.5454545454545454,0.6363636363636364,0.2,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Antonina Shevchenko,Ariane Lipski,0,0,39,15,0.68,0.57,94,25,1 of 3,0 of 3,0.33,0.0,0,0,0,0,459,28,0.6363636363636364,0.375,0.0,0.5,1.0,0.5,3,5,0,0,26,0,r,False,KO/TKO,Women's Flyweight,2,4,0.734375,0.6944444444444444,0.5,0.4166666666666667,0.6363636363636364,0.375,0.0,0.5,1.0,0.5,0.6666666666666666,0.0,0.0
Daniel Rodriguez,Nicolas Dalby,0,0,83,50,0.41,0.34,105,58,0 of 2,0 of 7,0.0,0.0,0,0,0,0,41,88,0.36363636363636365,0.3018867924528302,0.3333333333333333,0.25,0.9,1.0,34,24,1,0,0,0,b,False,Decision - Unanimous,Welterweight,3,5,0.47297297297297297,0.3741935483870968,0.41975308641975306,0.3582089552238806,0.36363636363636365,0.3018867924528302,0.3333333333333333,0.25,0.9,1.0,0.0,0.0,1.0
Alan Jouban,Jared Gooden,0,0,168,100,0.5,0.47,169,101,0 of 1,1 of 1,0.0,1.0,2,0,1,0,10,66,0.4659090909090909,0.45901639344262296,0.6875,0.8,0.8,0.0,50,30,6,2,0,0,r,False,Decision - Unanimous,Welterweight,3,5,0.5090361445783133,0.4786729857819905,0.49504950495049505,0.4838709677419355,0.4659090909090909,0.45901639344262296,0.6875,0.8,0.8,0.0,0.0,0.0,0.75
Kyle Daukaus,Dustin Stoltzfus,0,0,64,32,0.52,0.5,113,95,2 of 7,0 of 7,0.28,0.0,1,0,0,1,520,121,0.47692307692307695,0.35294117647058826,1.0,0.6666666666666666,1.0,1.0,22,8,10,3,5,0,r,False,Decision - Unanimous,Middleweight,3,5,0.6174863387978142,0.7307692307692307,0.43137254901960786,0.42105263157894735,0.47692307692307695,0.35294117647058826,1.0,0.6666666666666666,1.0,1.0,0.5,0.0,1.0
Louis Cosce,Sasha Palatnikov,1,0,99,125,0.48,0.52,115,160,1 of 9,1 of 1,0.11,1.0,0,0,0,0,53,196,0.35294117647058826,0.45,0.75,0.6363636363636364,0.5,0.0,7,8,6,5,0,12,b,False,KO/TKO,Welterweight,3,2,0.5133928571428571,0.5818181818181818,0.3333333333333333,0.2962962962962963,0.35294117647058826,0.45,0.75,0.6363636363636364,0.5,0.0,0.0,0.8,1.0
Paul Felder,Rafael Dos Anjos,0,0,98,92,0.51,0.56,134,155,1 of 2,6 of 22,0.5,0.27,0,0,0,0,100,855,0.47058823529411764,0.4117647058823529,1.0,0.75,1.0,1.0,10,5,3,2,1,4,b,False,Decision - Split,Lightweight,5,5,0.5929203539823009,0.670995670995671,0.5263157894736842,0.35714285714285715,0.47058823529411764,0.4117647058823529,1.0,0.75,1.0,1.0,1.0,0.6666666666666666,1.0
Abdul Razak Alhassan,Khaos Williams,0,1,2,5,1.0,0.5,2,5,0 of 0,0 of 0,0.0,0.0,0,0,0,0,0,0,0.0,0.2857142857142857,0.0,0.0,1.0,1.0,2,4,0,0,0,1,b,False,KO/TKO,Welterweight,1,0,1.0,0.5,1.0,0.4444444444444444,0.0,0.2857142857142857,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Ashley Yoder,Miranda Granger,0,0,26,33,0.61,0.64,151,87,2 of 4,0 of 0,0.5,0.0,3,0,0,1,499,196,0.6111111111111112,0.25,1.0,1.0,1.0,1.0,4,6,0,0,11,1,r,False,Decision - Unanimous,Women's Strawweight,3,5,0.8206521739130435,0.8130841121495327,0.5,0.4,0.6111111111111112,0.25,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,0.0
Brendan Allen,Sean Strickland,0,1,51,94,0.56,0.58,53,106,0 of 0,1 of 1,0.0,1.0,0,0,0,0,0,94,0.5454545454545454,0.5873015873015873,1.0,1.0,0.8571428571428571,0.0,19,37,1,1,0,0,b,False,KO/TKO,Catch Weight,2,1,0.5760869565217391,0.6022727272727273,0.6333333333333333,0.5967741935483871,0.5454545454545454,0.5873015873015873,1.0,1.0,0.8571428571428571,0.0,0.0,0.0,1.0
Kay Hansen,Cory McKenna,0,0,67,57,0.6,0.41,87,156,2 of 5,0 of 1,0.4,0.0,2,0,0,1,322,185,0.55,0.35714285714285715,1.0,0.0,1.0,0.0,11,9,0,0,2,1,b,False,Decision - Unanimous,Women's Strawweight,3,5,0.6641221374045801,0.6341463414634146,0.55,0.3333333333333333,0.55,0.35714285714285715,1.0,0.0,1.0,0.0,1.0,1.0,0.0
Randa Markos,Kanako Murata,0,0,29,29,0.47,0.67,37,79,0 of 0,4 of 9,0.0,0.44,0,2,0,0,0,561,0.36363636363636365,0.75,0.6666666666666666,0.0,0.3333333333333333,0.0,6,3,0,0,1,3,b,False,Decision - Unanimous,Women's Strawweight,3,5,0.5362318840579711,0.8315789473684211,0.375,0.75,0.36363636363636365,0.75,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.75,0.0
Geraldo de Freitas,Tony Gravely,0,0,76,49,0.59,0.48,108,86,1 of 4,7 of 17,0.25,0.41,0,0,0,0,2,595,0.5625,0.425,0.8,1.0,0.0,0.75,42,16,2,4,0,4,b,False,Decision - Split,Bantamweight,3,5,0.6545454545454545,0.5972222222222222,0.6086956521739131,0.42105263157894735,0.5625,0.425,0.8,1.0,0.0,0.75,0.0,0.6666666666666666,0.5
Alex Morono,Rhys McKee,0,0,176,124,0.54,0.53,208,133,3 of 3,0 of 3,1.0,0.0,0,0,0,0,154,12,0.4878048780487805,0.4666666666666667,0.75,0.9230769230769231,1.0,0.5,32,33,6,0,9,1,r,False,Decision - Unanimous,Welterweight,3,5,0.5777777777777777,0.5495867768595041,0.4444444444444444,0.559322033898305,0.4878048780487805,0.4666666666666667,0.75,0.9230769230769231,1.0,0.5,0.75,1.0,0.8571428571428571
Don'Tale Mayes,Roque Martinez,0,0,59,58,0.43,0.52,80,96,1 of 2,1 of 2,0.5,0.5,0,0,0,0,147,172,0.6190476190476191,0.375,1.0,0.8888888888888888,0.0,0.0,15,18,4,2,0,0,r,False,Decision - Unanimous,Heavyweight,3,5,0.5063291139240507,0.631578947368421,0.6521739130434783,0.46153846153846156,0.6190476190476191,0.375,1.0,0.8888888888888888,0.0,0.0,0.0,0.0,1.0
Thiago Santos,Glover Teixeira,1,0,40,46,0.62,0.73,81,148,0 of 0,4 of 7,0.0,0.57,0,2,0,0,78,543,0.6875,0.8,0.0,0.0,0.0,0.0,1,0,0,0,21,4,b,False,Submission,Light Heavyweight,3,1,0.7431192660550459,0.8222222222222222,0.5,0.0,0.6875,0.8,0.0,0.0,0.0,0.0,0.6774193548387096,1.0,0.0
Andrei Arlovski,Tanner Boser,0,0,34,68,0.41,0.57,34,68,0 of 0,0 of 0,0.0,0.0,0,0,0,0,0,0,0.3333333333333333,0.23333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.9545454545454546,14,29,1,0,0,0,r,False,Decision - Unanimous,Heavyweight,3,5,0.4146341463414634,0.5714285714285714,0.4117647058823529,0.5370370370370371,0.3333333333333333,0.23333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.9545454545454546,0.0,0.0,1.0
Raoni Barcelos,Khalid Taha,0,0,120,49,0.57,0.24,129,68,2 of 4,0 of 1,0.5,0.0,1,0,0,1,195,87,0.4864864864864865,0.29850746268656714,0.5,0.6666666666666666,1.0,0.5,36,24,2,0,5,0,r,False,Decision - Unanimous,Bantamweight,3,5,0.589041095890411,0.3063063063063063,0.48,0.34285714285714286,0.4864864864864865,0.29850746268656714,0.5,0.6666666666666666,1.0,0.5,1.0,0.0,1.0
Giga Chikadze,Jamey Simmons,1,0,8,2,0.5,0.5,8,4,0 of 1,0 of 3,0.0,0.0,0,0,0,0,9,44,0.46153846153846156,0.5,0.6666666666666666,0.0,0.0,0.0,4,1,0,1,4,0,r,False,KO/TKO,Featherweight,1,3,0.5,0.6666666666666666,0.4,0.3333333333333333,0.46153846153846156,0.5,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
Claudia Gadelha,Yan Xiaonan,0,0,36,74,0.37,0.43,84,133,2 of 10,0 of 0,0.2,0.0,0,0,0,0,406,19,0.3181818181818182,0.4375,0.4,1.0,0.0,1.0,9,19,0,10,0,0,b,False,Decision - Unanimous,Women's Strawweight,3,5,0.5637583892617449,0.5683760683760684,0.34615384615384615,0.4318181818181818,0.3181818181818182,0.4375,0.4,1.0,0.0,1.0,0.0,0.0,0.0
Trevin Giles,Bevon Lewis,2,0,38,26,0.64,0.34,51,60,1 of 2,0 of 6,0.5,0.0,0,0,0,0,153,95,0.9166666666666666,0.2,0.0,0.0,0.0,1.0,10,3,1,1,0,0,r,False,KO/TKO,Middleweight,3,1,0.6986301369863014,0.5309734513274337,0.9090909090909091,0.2,0.9166666666666666,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Alexandr Romanov,Marcos Rogerio de Lima,0,0,6,18,0.85,0.62,10,27,2 of 5,0 of 0,0.4,0.0,1,0,0,0,231,0,1.0,0.4117647058823529,0.5,1.0,1.0,0.8571428571428571,0,12,3,5,3,1,r,False,Submission,Heavyweight,1,4,0.8333333333333334,0.6923076923076923,0.0,0.5454545454545454,1.0,0.4117647058823529,0.5,1.0,1.0,0.8571428571428571,1.0,1.0,0.75
Darren Elkins,Eduardo Garagorri,0,0,32,36,0.44,0.46,120,48,7 of 21,0 of 0,0.33,0.0,1,0,0,0,454,10,0.2857142857142857,0.38461538461538464,0.6666666666666666,0.75,1.0,0.0,7,12,0,0,0,1,r,False,Submission,Featherweight,3,2,0.7142857142857143,0.5333333333333333,0.3888888888888889,0.42857142857142855,0.2857142857142857,0.38461538461538464,0.6666666666666666,0.75,1.0,0.0,0.0,0.5,0.0
Max Griffin,Ramiz Brahimaj,0,0,74,45,0.44,0.36,82,46,0 of 1,0 of 0,0.0,0.0,0,0,0,0,32,13,0.4,0.5,1.0,1.0,1.0,0.0,18,14,1,0,0,0,r,False,KO/TKO,Welterweight,3,2,0.4685714285714286,0.3709677419354839,0.5,0.5185185185185185,0.4,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Gustavo Lopez,Anthony Birchak,0,0,26,17,0.6,0.42,33,18,2 of 3,0 of 0,0.66,0.0,1,0,0,0,66,0,0.5151515151515151,0.2962962962962963,0.9,0.5555555555555556,0.0,1.0,15,12,5,3,6,2,r,False,Submission,Bantamweight,1,2,0.66,0.43902439024390244,0.5555555555555556,0.36363636363636365,0.5151515151515151,0.2962962962962963,0.9,0.5555555555555556,0.0,1.0,0.6666666666666666,1.0,0.7142857142857143
Uriah Hall,Anderson Silva,2,0,60,53,0.54,0.48,61,57,0 of 0,0 of 0,0.0,0.0,0,0,0,0,15,31,0.7058823529411765,0.125,0.0,0.25,1.0,1.0,5,3,0,0,8,0,r,False,KO/TKO,Middleweight,4,1,0.5446428571428571,0.5,0.8333333333333334,0.23076923076923078,0.7058823529411765,0.125,0.0,0.25,1.0,1.0,0.6666666666666666,0.0,0.0
Bryce Mitchell,Andre Fili,0,0,46,27,0.66,0.37,100,51,7 of 13,0 of 0,0.53,0.0,1,0,0,2,612,34,0.625,0.3333333333333333,1.0,0.0,1.0,1.0,7,4,0,0,6,1,r,False,Decision - Unanimous,Featherweight,3,5,0.7407407407407407,0.5257731958762887,0.7777777777777778,0.3076923076923077,0.625,0.3333333333333333,1.0,0.0,1.0,1.0,0.6,1.0,0.0
Maurice Greene,Greg Hardy,0,1,17,46,0.45,0.62,17,56,0 of 0,1 of 1,0.0,1.0,0,0,0,0,0,152,0.2727272727272727,0.6666666666666666,0.0,1.0,1.0,0.6666666666666666,4,5,0,0,0,16,b,False,KO/TKO,Heavyweight,2,1,0.4594594594594595,0.6588235294117647,0.3333333333333333,0.5555555555555556,0.2727272727272727,0.6666666666666666,0.0,1.0,1.0,0.6666666666666666,0.0,0.7272727272727273,0.0
Kevin Holland,Charlie Ontiveros,0,0,11,2,0.91,1.0,33,2,2 of 2,0 of 0,1.0,0.0,0,0,0,0,133,0,0.9090909090909091,1.0,0.0,0.0,1.0,0.0,2,2,0,0,9,0,r,False,Submission,Middleweight,1,2,0.9705882352941176,1.0,0.6666666666666666,1.0,0.9090909090909091,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Bobby Green,Thiago Moises,0,0,85,42,0.48,0.35,94,43,2 of 3,2 of 3,0.66,0.66,0,1,1,0,71,111,0.3333333333333333,0.25,0.7272727272727273,0.3333333333333333,0.75,1.0,29,15,1,0,0,0,b,False,Decision - Unanimous,Lightweight,3,5,0.5026737967914439,0.35833333333333334,0.4915254237288136,0.3,0.3333333333333333,0.25,0.7272727272727273,0.3333333333333333,0.75,1.0,0.0,0.0,1.0
Chris Gruetzemacher,Alexander Hernandez,0,1,8,29,0.29,0.55,8,29,0 of 0,0 of 0,0.0,0.0,0,0,0,0,0,0,0.2,0.47058823529411764,0.0,0.4444444444444444,0.8,1.0,8,28,0,1,0,0,b,False,KO/TKO,Lightweight,1,1,0.2962962962962963,0.5576923076923077,0.3076923076923077,0.5490196078431373,0.2,0.47058823529411764,0.0,0.4444444444444444,0.8,1.0,0.0,0.0,0.0
Adrian Yanez,Victor Rodriguez,1,0,17,6,0.5,0.46,18,9,0 of 0,0 of 3,0.0,0.0,0,0,0,0,5,54,0.46875,0.45454545454545453,1.0,0.5,0.0,0.0,16,6,1,0,0,0,r,False,KO/TKO,Bantamweight,1,2,0.5142857142857142,0.5625,0.48484848484848486,0.5,0.46875,0.45454545454545453,1.0,0.5,0.0,0.0,0.0,0.0,1.0
Sean Strickland,Jack Marshman,0,0,106,48,0.46,0.19,106,48,0 of 0,0 of 0,0.0,0.0,0,0,0,0,0,0,0.46835443037974683,0.10810810810810811,0.75,0.32,0.0,0.6666666666666666,40,18,0,0,0,0,r,False,Decision - Unanimous,Middleweight,3,5,0.4669603524229075,0.19047619047619047,0.4819277108433735,0.17647058823529413,0.46835443037974683,0.10810810810810811,0.75,0.32,0.0,0.6666666666666666,0.0,0.0,0.0
Cole Williams,Jason Witt,0,0,1,20,0.2,0.64,23,50,0 of 0,2 of 3,0.0,0.66,0,1,0,0,0,379,0.25,0.5555555555555556,0.0,1.0,0.0,1.0,1,5,0,0,0,3,b,False,Submission,Welterweight,2,2,0.8518518518518519,0.7142857142857143,0.2,0.5555555555555556,0.25,0.5555555555555556,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Dustin Jacoby,Justin Ledet,2,0,22,10,0.57,0.32,22,10,0 of 0,0 of 0,0.0,0.0,0,0,0,0,11,0,0.45454545454545453,0.27586206896551724,0.4,0.0,0.9090909090909091,1.0,17,10,0,0,5,0,r,False,KO/TKO,Light Heavyweight,1,2,0.5789473684210527,0.3225806451612903,0.5862068965517241,0.3333333333333333,0.45454545454545453,0.27586206896551724,0.4,0.0,0.9090909090909091,1.0,0.625,0.0,0.0
Miles Johns,Kevin Natividad,1,0,48,33,0.45,0.24,56,38,0 of 7,0 of 1,0.0,0.0,0,0,0,0,183,0,0.4,0.22580645161290322,0.6666666666666666,0.5,1.0,0.0,13,10,1,0,0,0,r,False,KO/TKO,Bantamweight,3,2,0.49122807017543857,0.2676056338028169,0.4482758620689655,0.2702702702702703,0.4,0.22580645161290322,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,1.0
Khabib Nurmagomedov,Justin Gaethje,0,0,26,29,0.32,0.64,26,29,2 of 3,0 of 0,0.66,0.0,1,0,0,0,55,14,0.15,0.5,0.0,0.0,0.0,1.0,3,6,0,0,0,0,r,False,Submission,Lightweight,2,1,0.325,0.6304347826086957,0.15,0.6666666666666666,0.15,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Robert Whittaker,Jared Cannonier,1,0,69,53,0.45,0.59,75,58,0 of 2,0 of 0,0.0,0.0,0,0,0,0,130,30,0.4857142857142857,0.5,0.0,0.8333333333333334,0.0,0.0,11,6,0,4,6,0,r,False,Decision - Unanimous,Middleweight,3,5,0.47468354430379744,0.6170212765957447,0.4782608695652174,0.5,0.4857142857142857,0.5,0.0,0.8333333333333334,0.0,0.0,0.5,0.0,0.0
Alexander Volkov,Walt Harris,0,0,45,16,0.61,0.27,45,16,0 of 0,0 of 1,0.0,0.0,0,0,0,0,5,0,0.625,0.25,1.0,0.0,0.0,0.0,6,1,0,0,0,0,r,False,KO/TKO,Heavyweight,2,1,0.6164383561643836,0.27586206896551724,0.6666666666666666,0.25,0.625,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Malkoun,Phillip Hawes,0,1,0,7,0.0,0.63,0,7,0 of 0,0 of 0,0.0,0.0,0,0,0,0,0,1,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0,5,0,0,0,2,b,False,KO/TKO,Middleweight,1,0,0.0,0.6363636363636364,0.0,0.5555555555555556,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lauren Murphy,Liliya Shakirova,0,0,22,23,0.25,0.3,32,27,1 of 1,0 of 3,1.0,0.0,1,0,0,0,70,29,0.1875,0.16666666666666666,0.8,0.2,0.0,0.8,5,8,3,0,2,0,r,False,Submission,Women's Flyweight,2,3,0.3333333333333333,0.3375,0.16129032258064516,0.2857142857142857,0.1875,0.16666666666666666,0.8,0.2,0.0,0.8,1.0,0.0,0.75
Magomed Ankalaev,Ion Cutelaba,2,0,21,11,0.51,0.3,21,11,0 of 0,0 of 0,0.0,0.0,0,0,0,0,5,0,0.4722222222222222,0.18518518518518517,0.6666666666666666,0.5,1.0,0.8,14,11,1,0,6,0,r,False,KO/TKO,Light Heavyweight,1,4,0.5121951219512195,0.3055555555555556,0.45161290322580644,0.3055555555555556,0.4722222222222222,0.18518518518518517,0.6666666666666666,0.5,1.0,0.8,0.6666666666666666,0.0,1.0
Stefan Struve,Tai Tuivasa,0,1,13,27,0.68,0.64,13,48,0 of 1,0 of 0,0.0,0.0,0,0,0,0,0,104,0.6666666666666666,0.5357142857142857,0.5,1.0,1.0,0.8,13,14,0,10,0,3,b,False,KO/TKO,Heavyweight,1,4,0.6842105263157895,0.7619047619047619,0.6842105263157895,0.5,0.6666666666666666,0.5357142857142857,0.5,1.0,1.0,0.8,0.0,1.0,0.0
Nathaniel Wood,Casey Kenney,0,0,136,123,0.42,0.49,138,125,0 of 3,2 of 6,0.0,0.33,0,0,0,0,0,90,0.3235294117647059,0.38,0.5,0.875,0.8571428571428571,1.0,35,26,2,2,0,1,b,False,Decision - Unanimous,Catch Weight,3,5,0.4246153846153846,0.5020080321285141,0.4117647058823529,0.45614035087719296,0.3235294117647059,0.38,0.5,0.875,0.8571428571428571,1.0,0.0,1.0,0.6666666666666666
Alex Oliveira,Shavkat Rakhmonov,0,0,9,13,0.5,0.52,16,32,0 of 2,0 of 2,0.0,0.0,0,1,0,0,124,44,0.3333333333333333,0.42857142857142855,0.6,0.5,0.75,1.0,4,10,5,3,0,0,b,False,Submission,Welterweight,1,4,0.6153846153846154,0.7272727272727273,0.3333333333333333,0.5263157894736842,0.3333333333333333,0.42857142857142855,0.6,0.5,0.75,1.0,0.0,0.0,0.8333333333333334
Liana Jojua,Miranda Maverick,0,0,30,49,0.37,0.51,30,49,0 of 0,0 of 0,0.0,0.0,0,0,0,0,0,0,0.36619718309859156,0.38461538461538464,0.5,0.7142857142857143,0.0,1.0,30,49,0,0,0,0,b,False,TKO - Doctor's Stoppage,Women's Flyweight,1,5,0.375,0.5157894736842106,0.375,0.5157894736842106,0.36619718309859156,0.38461538461538464,0.5,0.7142857142857143,0.0,1.0,0.0,0.0,0.0
Joel Alvarez,Alexander Yakovlev,0,0,4,1,0.66,1.0,10,15,0 of 0,1 of 1,0.0,1.0,2,0,0,0,0,117,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,3,1,0,0,1,0,r,False,Submission,Lightweight,1,3,0.7692307692307693,0.9375,0.6,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Brian Ortega,Chan Sung Jung,2,0,127,62,0.59,0.38,129,64,3 of 10,0 of 0,0.3,0.0,0,0,0,0,57,0,0.4883720930232558,0.4,0.75,0.6,1.0,0.0,35,19,0,0,0,0,r,False,Decision - Unanimous,Featherweight,5,5,0.602803738317757,0.3855421686746988,0.6140350877192983,0.4318181818181818,0.4883720930232558,0.4,0.75,0.6,1.0,0.0,0.0,0.0,0.0
Katlyn Chookagian,Jessica Andrade,0,1,19,28,0.35,0.65,27,62,0 of 0,2 of 3,0.0,0.66,0,0,0,0,25,146,0.2,0.4583333333333333,0.6666666666666666,0.9166666666666666,0.0,0.8571428571428571,10,14,9,8,0,6,b,False,KO/TKO,Women's Flyweight,1,4,0.4426229508196721,0.7848101265822784,0.24390243902439024,0.5,0.2,0.4583333333333333,0.6666666666666666,0.9166666666666666,0.0,0.8571428571428571,0.0,1.0,0.75
Jimmy Crute,Modestas Bukauskas,2,0,17,7,0.7,0.41,18,7,0 of 1,0 of 0,0.0,0.0,0,0,0,0,25,0,0.5714285714285714,0.18181818181818182,1.0,0.6666666666666666,0.8888888888888888,1.0,14,7,1,0,2,0,r,False,KO/TKO,Light Heavyweight,1,2,0.72,0.4117647058823529,0.6666666666666666,0.4117647058823529,0.5714285714285714,0.18181818181818182,1.0,0.6666666666666666,0.8888888888888888,1.0,1.0,0.0,1.0
Claudio Silva,James Krause,0,0,64,94,0.29,0.59,66,96,2 of 12,0 of 1,0.16,0.0,0,0,0,0,58,14,0.19047619047619047,0.5471698113207547,0.35294117647058826,0.6,0.9166666666666666,0.0,29,32,0,0,0,0,b,False,Decision - Unanimous,Welterweight,3,5,0.3055555555555556,0.5925925925925926,0.31521739130434784,0.5517241379310345,0.19047619047619047,0.5471698113207547,0.35294117647058826,0.6,0.9166666666666666,0.0,0.0,0.0,0.0
Thomas Almeida,Jonathan Martinez,0,0,64,73,0.37,0.35,64,73,0 of 5,0 of 0,0.0,0.0,0,0,0,0,2,0,0.3225806451612903,0.3888888888888889,0.6428571428571429,0.5555555555555556,1.0,1.0,27,25,4,3,0,0,b,False,Decision - Unanimous,Featherweight,3,5,0.3742690058479532,0.35609756097560974,0.36486486486486486,0.4032258064516129,0.3225806451612903,0.3888888888888889,0.6428571428571429,0.5555555555555556,1.0,1.0,0.0,0.0,1.0
Mateusz Gamrot,Guram Kutateladze,0,1,52,37,0.41,0.43,69,43,5 of 16,0 of 1,0.31,0.0,0,0,0,0,209,1,0.3953488372093023,0.2777777777777778,0.5,0.3333333333333333,1.0,0.8,15,11,2,0,4,0,b,False,Decision - Split,Lightweight,3,5,0.45695364238410596,0.46236559139784944,0.39473684210526316,0.3793103448275862,0.3953488372093023,0.2777777777777778,0.5,0.3333333333333333,1.0,0.8,0.4444444444444444,0.0,1.0
Gillian Robertson,Poliana Botelho,0,0,57,22,0.58,0.51,104,39,3 of 7,0 of 0,0.42,0.0,0,0,0,0,574,76,0.65,0.3076923076923077,0.0,1.0,0.75,0.0,3,5,0,0,26,0,r,False,Decision - Unanimous,Women's Flyweight,3,5,0.6459627329192547,0.639344262295082,0.3333333333333333,0.35714285714285715,0.65,0.3076923076923077,0.0,1.0,0.75,0.0,0.7222222222222222,0.0,0.0
Junyong Park,John Phillips,0,0,10,5,0.47,0.35,260,13,4 of 4,0 of 0,1.0,0.0,0,0,0,0,791,0,1.0,0.125,0.0,1.0,0.0,0.0,2,2,0,0,4,0,r,False,Decision - Unanimous,Middleweight,3,5,0.7428571428571429,0.52,1.0,0.2222222222222222,1.0,0.125,0.0,1.0,0.0,0.0,1.0,0.0,0.0
