winner,win_con,title_bout,r_fighter,b_fighter,weight_class,r_str_acc,b_str_acc,r_td,b_td,r_SLpM,b_SLpM,r_SApM,b_SApM,r_consec_wins,b_consec_wins,r_wins,b_wins,r_losses,b_losses,r_reach_adv,r_stance,b_stance
r,KO/TKO,False,Corey Anderson,Johnny Walker,Light Heavyweight,0.56,0.33,1,0,11.0,0.5,0.5,11.0,3,3,9,3,4,0,-3.0,Orthodox,Orthodox
r,KO/TKO,False,Shane Burgos,Makwan Amirkhani,Featherweight,0.67,0.45,0,3,7.5,1.5714285714285714,1.5714285714285714,7.5,2,2,5,5,1,1,3.0,Orthodox,Southpaw
b,KO/TKO,False,Brad Tavares,Edmen Shahbazyan,Middleweight,0.13,0.36,0,0,1.5,7.0,7.0,1.5,0,3,12,3,5,0,0.0,Orthodox,Orthodox
b,KO/TKO,False,Andrei Arlovski,Jairzinho Rozenstruik,Heavyweight,0.44,0.55,0,0,4.0,5.0,5.0,4.0,1,2,17,2,12,0,-1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Katlyn Chookagian,Jennifer Maia,Women's Flyweight,0.4,0.25,0,1,4.866666666666666,3.8666666666666667,3.8666666666666667,4.866666666666666,1,2,5,2,2,1,4.0,Orthodox,Orthodox
r,KO/TKO,False,Lyman Good,Chance Rencountre,Welterweight,0.5,0.27,0,0,5.666666666666667,1.9166666666666667,1.9166666666666667,5.666666666666667,0,2,2,2,2,1,-1.0,Orthodox,Southpaw
b,Decision - Split,False,Julio Arce,Hakeem Dawodu,Featherweight,0.25,0.39,1,0,2.1333333333333333,3.6666666666666665,3.6666666666666665,2.1333333333333333,1,3,3,3,1,1,-3.0,Southpaw,Orthodox
r,Submission,False,Demian Maia,Ben Askren,Welterweight,0.56,0.49,0,4,5.3076923076923075,4.846153846153846,4.846153846153846,5.3076923076923075,2,0,21,1,9,1,-1.0,Southpaw,Orthodox
b,Decision - Majority,False,Michael Johnson,Stevie Ray,Lightweight,0.45,0.45,0,1,5.2,5.666666666666667,5.666666666666667,5.2,0,0,11,6,10,4,3.0,Southpaw,Southpaw
b,Submission,False,Frank Camacho,Beneil Dariush,Lightweight,0.33,0.72,0,2,1.5,6.5,6.5,1.5,1,2,2,10,3,4,1.0,Orthodox,Southpaw
r,Submission,False,Ciryl Gane,Don'Tale Mayes,Heavyweight,0.55,0.26,3,0,6.714285714285714,2.2857142857142856,2.2857142857142856,6.714285714285714,1,0,1,0,0,0,0.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Muslim Salikhov,Laureano Staropoli,Welterweight,0.47,0.3,3,0,4.2,2.8,2.8,4.2,2,2,2,2,1,0,-1.0,Orthodox,Orthodox
r,Decision - Split,False,Randa Markos,Ashley Yoder,Women's Strawweight,0.55,0.41,0,2,5.2,2.933333333333333,2.933333333333333,5.2,0,2,5,2,6,3,-6.0,Orthodox,Southpaw
b,Decision - Unanimous,False,Alex White,Rafael Fiziev,Lightweight,0.41,0.5,0,1,3.6666666666666665,4.4,4.4,3.6666666666666665,1,0,4,0,5,1,0.0,Southpaw,Switch
b,Decision - Unanimous,False,Enrique Barzola,Movsar Evloev,Featherweight,0.33,0.3,1,4,5.2,4.733333333333333,4.733333333333333,5.2,1,1,6,1,2,0,-2.0,Orthodox,Orthodox
b,KO/TKO,False,Maurice Greene,Sergei Pavlovich,Heavyweight,0.36,0.54,0,0,4.0,10.0,10.0,4.0,3,1,3,1,0,1,-4.0,Orthodox,Southpaw
r,Decision - Split,False,Loma Lookboonmee,Aleksandra Albu,Women's Strawweight,0.65,0.41,1,1,6.6,4.333333333333333,4.333333333333333,6.6,0,0,0,2,0,1,-2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Raphael Pessoa,Jeff Hughes,Heavyweight,0.28,0.44,0,0,2.6,2.2666666666666666,2.2666666666666666,2.6,0,0,0,0,1,1,1.0,Orthodox,Orthodox
r,KO/TKO,False,Dominick Reyes,Chris Weidman,Light Heavyweight,0.72,0.5,0,1,8.0,3.0,3.0,8.0,5,0,5,10,0,4,-1.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Yair Rodriguez,Jeremy Stephens,Featherweight,0.56,0.52,0,3,6.4,3.3333333333333335,3.3333333333333335,6.4,1,0,7,15,1,15,0.0,Orthodox,Orthodox
r,KO/TKO,False,Joe Lauzon,Jonathan Pearce,Lightweight,0.69,0.42,1,0,25.0,8.0,8.0,25.0,0,0,14,0,12,0,0.0,Orthodox,Switch
r,KO/TKO,False,Maycee Barber,Gillian Robertson,Women's Flyweight,0.5,0.42,0,0,11.333333333333334,4.0,4.0,11.333333333333334,2,2,2,4,0,1,2.0,Switch,Orthodox
b,Decision - Split,False,Deron Winn,Darren Stewart,Middleweight,0.54,0.47,6,1,1.9333333333333333,3.8,3.8,1.9333333333333333,1,1,1,3,0,4,-4.0,Orthodox,Orthodox
r,Submission,False,Charles Rosa,Manny Bermudez,Featherweight,0.75,0.71,0,1,3.0,13.5,13.5,3.0,0,0,2,3,3,1,-2.0,Switch,Orthodox
r,Decision - Unanimous,False,Molly McCann,Diana Belbita,Women's Flyweight,0.47,0.38,5,1,7.533333333333333,6.533333333333333,6.533333333333333,7.533333333333333,2,0,2,0,1,0,-6.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Kyle Bochniak,Sean Woodson,Featherweight,0.27,0.44,1,0,2.8,7.4,7.4,2.8,0,0,2,0,4,0,-8.0,Orthodox,Orthodox
r,KO/TKO,False,Randy Costa,Boston Salmon,Bantamweight,0.5,0.54,0,0,11.0,6.0,6.0,11.0,0,0,0,0,1,1,4.0,Switch,Southpaw
b,Decision - Unanimous,False,Court McGee,Sean Brady,Welterweight,0.36,0.56,0,2,7.133333333333334,7.933333333333334,7.933333333333334,7.133333333333334,0,0,8,0,7,0,3.0,Orthodox,Orthodox
r,Submission,False,Brendan Allen,Kevin Holland,Middleweight,0.45,0.57,2,1,1.25,2.75,2.75,1.25,0,3,0,3,0,1,-6.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Daniel Spitz,Tanner Boser,Heavyweight,0.29,0.61,0,0,2.1333333333333333,6.2,6.2,2.1333333333333333,0,0,1,0,2,0,7.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Joanna Jedrzejczyk,Michelle Waterson,Women's Strawweight,0.6,0.36,3,1,7.2,2.32,2.32,7.2,0,3,9,5,3,2,3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Cub Swanson,Kron Gracie,Featherweight,0.46,0.43,0,0,9.0,5.733333333333333,5.733333333333333,9.0,0,1,10,1,7,0,0.0,Orthodox,Southpaw
r,KO/TKO,False,Niko Price,James Vick,Welterweight,0.5,0.5,0,0,11.0,9.0,9.0,11.0,0,0,5,9,3,4,0.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Mackenzie Dern,Amanda Ribas,Women's Strawweight,0.13,0.35,0,2,1.3333333333333333,4.933333333333334,4.933333333333334,1.3333333333333333,2,1,2,1,0,0,-3.0,Orthodox,Orthodox
r,Decision - Split,False,Matt Frevola,Luis Pena,Lightweight,0.43,0.42,4,1,3.2,3.4,3.4,3.2,1,2,1,3,1,1,-4.0,Orthodox,Southpaw
r,Decision - Split,False,Eryk Anders,Gerald Meerschaert,Middleweight,0.35,0.35,0,0,4.266666666666667,4.8,4.8,4.266666666666667,1,1,4,5,4,3,-2.0,Southpaw,Southpaw
r,Submission,False,Ryan Spann,Devin Clark,Light Heavyweight,0.35,0.45,0,2,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,2,1,2,4,0,3,4.0,Orthodox,Orthodox
r,KO/TKO,False,Mike Davis,Thomas Gifford,Lightweight,0.62,0.36,2,0,9.928571428571429,6.285714285714286,6.285714285714286,9.928571428571429,0,0,0,0,1,1,-3.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Max Griffin,Alex Morono,Welterweight,0.45,0.31,4,0,5.0,5.4,5.4,5.0,1,2,3,5,4,2,4.0,Orthodox,Orthodox
r,Submission,False,Deiveson Figueiredo,Tim Elliott,Flyweight,0.61,0.68,0,1,2.6666666666666665,8.666666666666666,8.666666666666666,2.6666666666666665,1,1,5,4,1,6,2.0,Orthodox,Southpaw
r,KO/TKO,False,Marlon Vera,Andre Ewell,Bantamweight,0.6,0.38,0,0,6.153846153846154,3.8461538461538463,3.8461538461538463,6.153846153846154,4,1,8,2,4,1,-5.0,Switch,Southpaw
r,KO/TKO,False,Miguel Baeza,Hector Aldana,Welterweight,0.57,0.19,1,0,5.0,1.1428571428571428,1.1428571428571428,5.0,0,0,0,0,0,2,2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Marvin Vettori,Andrew Sanchez,Middleweight,0.41,0.21,0,0,5.666666666666667,2.6,2.6,5.666666666666667,1,2,3,4,2,2,0.0,Southpaw,Orthodox
r,Decision - Unanimous,False,JJ Aldrich,Lauren Mueller,Women's Flyweight,0.46,0.36,1,1,4.933333333333334,3.6,3.6,4.933333333333334,0,0,3,1,2,2,0.0,Southpaw,Orthodox
b,KO/TKO,True,Robert Whittaker,Israel Adesanya,Middleweight,0.27,0.42,0,0,4.0,5.0,5.0,4.0,9,6,11,6,2,0,-7.0,Orthodox,Switch
b,Decision - Unanimous,False,Al Iaquinta,Dan Hooker,Lightweight,0.31,0.47,0,0,2.466666666666667,6.533333333333333,6.533333333333333,2.466666666666667,0,1,9,8,4,4,-5.0,Orthodox,Switch
b,Submission,False,Tai Tuivasa,Serghei Spivac,Heavyweight,0.42,0.54,0,6,2.625,2.875,2.875,2.625,0,0,3,0,2,1,-3.0,Southpaw,Orthodox
b,Decision - Split,False,Luke Jumeau,Dhiego Lima,Welterweight,0.25,0.3,0,2,1.6,2.1333333333333333,2.1333333333333333,1.6,1,2,2,3,1,5,-3.0,Orthodox,Orthodox
b,KO/TKO,False,Justin Tafa,Yorgan De Castro,Heavyweight,0.66,0.33,0,0,3.0,2.0,2.0,3.0,0,0,0,0,0,0,0.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Jake Matthews,Rostem Akman,Welterweight,0.44,0.13,0,0,3.933333333333333,1.0,1.0,3.933333333333333,0,0,7,0,4,1,1.0,Orthodox,Switch
r,Decision - Unanimous,False,Callan Potter,Maki Pitolo,Welterweight,0.5,0.38,3,0,3.2,4.0,4.0,3.2,0,0,0,0,1,0,-3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Brad Riddell,Jamie Mullarkey,Lightweight,0.59,0.37,1,3,6.066666666666666,2.4,2.4,6.066666666666666,0,0,0,0,0,0,-3.0,Orthodox,Orthodox
r,Submission,False,Megan Anderson,Zarah Fairn,Women's Featherweight,0.55,0.4,1,0,3.3333333333333335,0.6666666666666666,0.6666666666666666,3.3333333333333335,0,0,1,0,2,0,0.0,Orthodox,Orthodox
b,KO/TKO,False,Nadia Kassem,Ji Yeon Kim,Women's Flyweight,0.34,0.44,1,0,5.0,8.88888888888889,8.88888888888889,5.0,0,0,1,2,1,2,-6.0,Southpaw,Orthodox
b,KO/TKO,False,Jack Hermansson,Jared Cannonier,Middleweight,0.47,0.52,1,0,4.0,5.6,5.6,4.0,4,2,7,5,2,4,0.0,Orthodox,Switch
r,KO/TKO,False,Mark Madsen,Danilo Belluardo,Lightweight,0.75,0.0,1,0,22.0,0.0,0.0,22.0,0,0,0,0,0,1,-2.0,Orthodox,Southpaw
b,Decision - Unanimous,False,Gunnar Nelson,Gilbert Burns,Welterweight,0.55,0.39,0,1,1.3333333333333333,2.0,2.0,1.3333333333333333,0,3,8,9,4,3,1.0,Switch,Orthodox
r,KO/TKO,False,Ion Cutelaba,Khalil Rountree Jr.,Light Heavyweight,0.57,0.41,4,0,7.5,2.5,2.5,7.5,0,1,3,4,3,3,-1.0,Southpaw,Southpaw
b,Submission,False,Michal Oleksiejczuk,Ovince Saint Preux,Light Heavyweight,0.47,0.29,0,1,5.285714285714286,2.0,2.0,5.285714285714286,2,0,2,11,0,8,-6.0,Southpaw,Southpaw
r,Decision - Unanimous,False,Nicolas Dalby,Alex Oliveira,Welterweight,0.36,0.38,1,3,2.066666666666667,1.2,1.2,2.066666666666667,0,0,1,9,2,5,-2.0,Orthodox,Orthodox
b,KO/TKO,False,Alen Amedovski,John Phillips,Middleweight,0.18,0.62,0,0,2.0,5.0,5.0,2.0,0,0,0,0,1,3,-1.0,Orthodox,Southpaw
b,Decision - Unanimous,False,Alessio Di Chirico,Makhmud Muradov,Middleweight,0.31,0.31,0,0,2.4,3.6,3.6,2.4,0,0,3,0,3,0,-1.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Siyar Bahadurzada,Ismail Naurdiev,Welterweight,0.12,0.54,0,3,0.8,4.6,4.6,0.8,0,0,4,1,3,1,-1.0,Orthodox,Orthodox
b,Decision - Split,False,Brandon Davis,Giga Chikadze,Featherweight,0.34,0.49,3,1,2.2666666666666666,3.933333333333333,3.933333333333333,2.2666666666666666,0,0,2,0,4,0,-2.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Macy Chiasson,Lina Lansberg,Women's Bantamweight,0.55,0.53,0,2,1.7333333333333334,1.4,1.4,1.7333333333333334,3,1,3,3,0,3,7.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Marc Diakiese,Lando Vannata,Lightweight,0.4,0.35,4,0,2.6666666666666665,1.6666666666666667,1.6666666666666667,2.6666666666666665,1,1,4,2,3,3,2.0,Orthodox,Orthodox
r,Submission,False,Jack Shore,Nohelin Hernandez,Bantamweight,0.5,0.16,4,0,3.8333333333333335,0.5,0.5,3.8333333333333335,0,0,0,0,0,1,0.0,Orthodox,Orthodox
r,Decision - Majority,False,Carla Esparza,Alexa Grasso,Women's Strawweight,0.55,0.43,4,0,2.933333333333333,3.0,3.0,2.933333333333333,1,1,5,3,4,2,-3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Irene Aldana,Vanessa Melo,Women's Bantamweight,0.37,0.27,0,0,8.333333333333334,4.533333333333333,4.533333333333333,8.333333333333334,0,0,3,0,3,0,3.0,Orthodox,Orthodox
b,KO/TKO,False,Martin Bravo,Steven Peterson,Featherweight,0.43,0.46,2,0,14.333333333333334,8.166666666666666,8.166666666666666,14.333333333333334,0,0,1,1,2,3,1.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Jose Quinonez,Carlos Huachin,Bantamweight,0.51,0.27,2,0,4.0,2.1333333333333333,2.1333333333333333,4.0,0,0,4,0,2,1,2.0,Southpaw,Southpaw
b,KO/TKO,False,Marco Polo Reyes,Kyle Nelson,Featherweight,0.6,0.75,0,0,6.0,12.0,12.0,6.0,0,0,4,0,3,2,0.0,Orthodox,Switch
b,TKO - Doctor's Stoppage,False,Ariane Carnelossi,Angela Hill,Women's Strawweight,0.38,0.5,0,0,6.545454545454546,8.363636363636363,8.363636363636363,6.545454545454546,0,0,0,4,0,7,-3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Sergio Pettis,Tyson Nam,Flyweight,0.37,0.23,0,0,6.4,2.6666666666666665,2.6666666666666665,6.4,0,0,8,0,5,0,1.0,Orthodox,Orthodox
b,Submission,False,Vinicius Moreira,Paul Craig,Light Heavyweight,0.33,0.66,0,1,0.3333333333333333,6.0,6.0,0.3333333333333333,0,0,0,3,2,4,0.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Sijara Eubanks,Bethe Correia,Women's Bantamweight,0.45,0.46,1,0,5.133333333333334,3.933333333333333,3.933333333333333,5.133333333333334,0,0,2,4,1,4,3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Claudio Puelles,Marcos Mariano,Lightweight,0.64,0.22,4,0,1.4666666666666666,0.13333333333333333,0.13333333333333333,1.4666666666666666,1,0,1,0,1,1,-4.0,Southpaw,Switch
b,KO/TKO,False,Donald Cerrone,Justin Gaethje,Lightweight,0.32,0.65,0,0,4.25,10.0,10.0,4.25,0,2,23,3,9,2,3.0,Orthodox,Orthodox
r,Decision - Split,False,Glover Teixeira,Nikita Krylov,Light Heavyweight,0.6,0.49,1,2,2.8666666666666667,3.1333333333333333,3.1333333333333333,2.8666666666666667,2,1,12,7,5,4,-1.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Michel Pereira,Tristan Connelly,Welterweight,0.42,0.51,2,0,2.1333333333333333,4.266666666666667,4.266666666666667,2.1333333333333333,1,0,1,0,0,0,5.0,Orthodox,Orthodox
r,Decision - Split,False,Uriah Hall,Antonio Carlos Junior,Middleweight,0.43,0.31,0,3,2.2666666666666666,1.4666666666666666,1.4666666666666666,2.2666666666666666,1,0,7,7,7,3,0.0,Orthodox,Orthodox
r,Submission,False,Misha Cirkunov,Jimmy Crute,Light Heavyweight,0.6,0.6,1,0,2.0,7.0,7.0,2.0,0,2,5,2,3,0,3.0,Orthodox,Orthodox
b,KO/TKO,False,Marcin Tybura,Augusto Sakai,Heavyweight,0.85,0.55,0,0,6.0,15.0,15.0,6.0,0,2,4,2,4,0,1.0,Orthodox,Orthodox
b,Decision - Split,False,Cole Smith,Miles Johns,Bantamweight,0.19,0.47,1,1,0.7333333333333333,2.066666666666667,2.066666666666667,0.7333333333333333,1,0,1,0,0,0,1.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Brad Katona,Hunter Azure,Bantamweight,0.35,0.34,3,0,1.4,2.7333333333333334,2.7333333333333334,1.4,0,0,2,0,1,0,-5.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Chas Skelly,Jordan Griffin,Featherweight,0.35,0.42,1,1,1.4,2.466666666666667,2.466666666666667,1.4,0,0,6,0,3,1,-1.0,Orthodox,Southpaw
r,KO/TKO,False,Louis Smolka,Ryan MacDonald,Bantamweight,0.51,0.37,0,0,14.75,7.5,7.5,14.75,0,0,6,0,6,1,-3.0,Orthodox,Switch
b,Decision - Unanimous,False,Kyle Prepolec,Austin Hubbard,Lightweight,0.36,0.45,0,3,2.933333333333333,3.4,3.4,2.933333333333333,0,0,0,0,1,1,-1.0,Southpaw,Orthodox
r,Submission,True,Khabib Nurmagomedov,Dustin Poirier,Lightweight,0.53,0.3,7,0,1.8333333333333333,1.0,1.0,1.8333333333333333,11,5,11,17,0,4,-2.0,Orthodox,Southpaw
b,Decision - Split,False,Edson Barboza,Paul Felder,Lightweight,0.52,0.36,1,0,4.0,3.7333333333333334,3.7333333333333334,4.0,0,1,14,8,7,4,5.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Islam Makhachev,Davi Ramos,Lightweight,0.45,0.12,0,0,2.8666666666666667,0.4666666666666667,0.4666666666666667,2.8666666666666667,5,4,6,4,1,1,0.0,Orthodox,Orthodox
r,KO/TKO,False,Curtis Blaydes,Shamil Abdurakhimov,Heavyweight,0.58,0.37,5,0,3.5714285714285716,0.42857142857142855,0.42857142857142855,3.5714285714285716,1,3,6,5,2,2,4.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Mairbek Taisumov,Diego Ferreira,Lightweight,0.31,0.33,0,0,3.4,7.266666666666667,7.266666666666667,3.4,6,4,7,6,1,2,-1.0,Orthodox,Orthodox
r,Decision - Split,False,Joanne Calderwood,Andrea Lee,Women's Flyweight,0.43,0.44,2,3,6.733333333333333,4.066666666666666,4.066666666666666,6.733333333333333,0,3,5,3,4,0,-4.0,Orthodox,Orthodox
b,KO/TKO,False,Liana Jojua,Sarah Moras,Women's Bantamweight,0.42,0.5,2,0,1.5833333333333333,3.6666666666666665,3.6666666666666665,1.5833333333333333,0,0,0,2,0,4,-5.0,Orthodox,Orthodox
r,KO/TKO,False,Ottman Azaitar,Teemu Packalen,Lightweight,0.5,0.42,0,0,9.0,2.6666666666666665,2.6666666666666665,9.0,0,0,0,1,0,2,-4.0,Switch,Orthodox
r,Submission,False,Belal Muhammad,Takashi Sato,Welterweight,0.46,0.32,2,1,4.454545454545454,2.6363636363636362,2.6363636363636362,4.454545454545454,1,1,6,1,3,0,-1.0,Orthodox,Southpaw
b,KO/TKO,False,Nordine Taleb,Muslim Salikhov,Welterweight,0.23,0.43,0,0,1.5,2.5,2.5,1.5,1,1,7,1,4,1,4.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Omari Akhmedov,Zak Cummings,Middleweight,0.33,0.24,2,0,1.7333333333333334,1.1333333333333333,1.1333333333333333,1.7333333333333334,3,2,6,8,3,3,-2.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Don Madge,Fares Ziam,Lightweight,0.42,0.32,3,0,1.4,0.6666666666666666,0.6666666666666666,1.4,1,0,1,0,0,0,-3.0,Southpaw,Orthodox
b,KO/TKO,True,Jessica Andrade,Zhang Weili,Women's Strawweight,0.33,0.76,0,0,4.0,29.0,29.0,4.0,4,3,11,3,4,0,-1.0,Orthodox,Switch
r,KO/TKO,False,Li Jingliang,Elizeu Zaleski dos Santos,Welterweight,0.46,0.33,2,0,4.214285714285714,3.857142857142857,3.857142857142857,4.214285714285714,2,7,8,7,3,1,-2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Kai Kara-France,Mark De La Rosa,Flyweight,0.47,0.3,1,1,6.066666666666666,4.0,4.0,6.066666666666666,2,0,2,2,0,2,4.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Song Kenan,Derrick Krantz,Welterweight,0.45,0.38,0,3,3.8666666666666667,2.2,2.2,3.8666666666666667,0,0,2,0,1,1,-1.0,Orthodox,Orthodox
b,Decision - Split,False,Wu Yanan,Inoue Mizuki,Women's Flyweight,0.45,0.45,0,0,8.2,6.2,6.2,8.2,1,0,1,0,1,0,1.0,Orthodox,Orthodox
b,Submission,False,Junyong Park,Anthony Hernandez,Middleweight,0.54,0.53,0,6,9.0,6.555555555555555,6.555555555555555,9.0,0,0,0,0,0,1,-2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Su Mudaerji,Andre Soukhamthath,Bantamweight,0.59,0.31,1,0,6.2,1.5333333333333334,1.5333333333333334,6.2,0,0,0,2,1,4,2.0,Southpaw,Orthodox
r,Submission,False,Da-Un Jung,Khadis Ibragimov,Light Heavyweight,0.42,0.52,0,1,7.363636363636363,8.0,8.0,7.363636363636363,0,0,0,0,0,0,0.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Damir Ismagulov,Thiago Moises,Lightweight,0.37,0.31,0,0,4.733333333333333,2.4,2.4,4.733333333333333,2,1,2,1,0,1,0.0,Orthodox,Orthodox
